,Position,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Agility,Balance,Marking,Sprint_Speed,Vision,Finishing,Player_Height
897,1,84,74,60,75,37,81,74,75,36,84,63,75,180
898,5,75,47,60,65,74,83,70,67,68,76,51,42,180
899,2,90,73,67,81,38,66,86,95,33,88,66,75,167
902,5,67,31,37,38,77,83,57,45,79,68,34,20,190
903,2,88,69,71,78,46,66,87,84,38,87,71,70,173
904,2,89,77,71,78,29,56,91,89,15,89,72,74,173
905,3,77,65,61,69,77,87,65,60,70,79,63,65,193
906,2,93,70,69,74,32,72,85,64,24,93,63,71,183
907,2,93,71,70,80,33,55,88,90,26,94,77,69,169
909,5,77,38,67,68,76,79,68,64,77,78,67,32,185
910,4,81,62,69,73,74,82,72,52,72,85,64,52,187
911,5,52,47,56,49,78,80,45,34,77,53,52,34,194
913,1,88,78,74,80,41,75,81,83,39,86,76,77,168
915,5,67,45,61,54,77,85,57,52,76,69,42,21,188
918,4,76,72,73,73,73,84,64,49,69,81,71,71,190
919,4,91,67,72,81,69,73,78,77,68,93,70,67,178
920,5,79,41,49,59,74,83,61,57,70,79,40,34,183
922,4,84,44,66,73,74,72,78,76,77,84,52,35,176
924,4,89,68,68,79,70,74,86,87,67,89,58,65,171
925,4,86,59,71,78,71,68,84,71,70,85,60,49,176
926,2,89,72,70,77,36,57,84,87,33,87,76,77,174
927,5,78,56,52,69,77,79,68,63,77,79,43,57,182
928,4,81,44,65,72,73,74,74,64,73,79,39,32,180
931,4,88,64,70,73,71,73,77,69,72,85,69,55,181
932,3,79,66,76,79,64,78,79,79,60,79,76,55,183
933,1,65,74,62,64,37,86,38,35,15,74,70,77,191
934,2,88,70,71,78,22,46,93,94,19,87,76,71,160
936,3,58,71,72,66,76,90,48,43,71,59,74,72,192
937,2,84,72,70,82,41,52,81,74,45,85,73,77,178
944,5,50,30,41,56,78,82,31,52,78,52,51,19,185
945,3,63,67,73,70,73,78,67,62,70,64,71,65,180
946,1,90,74,67,80,31,66,87,76,22,90,69,77,180
947,3,77,64,75,75,70,72,67,67,64,78,73,57,186
948,4,90,63,70,79,72,73,84,68,70,90,65,62,181
950,4,76,65,73,76,76,67,67,73,75,76,69,64,179
952,4,83,50,69,70,75,73,72,74,76,84,56,24,174
954,5,58,45,64,58,77,78,57,60,78,58,40,46,184
955,1,90,73,65,78,26,65,79,77,18,90,56,76,180
956,4,80,49,60,63,78,87,52,55,80,84,57,32,183
957,5,62,34,52,57,76,78,47,58,77,64,41,34,186
958,5,73,38,58,64,78,72,72,77,73,75,42,35,183
959,4,87,63,71,73,72,79,67,66,76,87,67,53,184
960,3,69,71,78,72,69,80,67,52,64,69,80,67,183
962,1,66,78,60,71,38,64,79,60,33,65,43,81,180
963,2,78,72,72,83,54,65,86,76,52,77,73,74,180
964,2,78,72,74,81,67,74,84,90,59,77,77,71,168
986,5,76,36,58,62,76,79,51,51,77,77,57,32,188
988,2,85,72,70,77,25,75,67,53,18,90,66,67,190
990,4,86,64,69,69,72,75,72,67,73,85,63,59,180
992,3,67,58,69,70,72,85,62,53,65,67,66,47,182
993,1,69,78,60,68,31,84,65,70,25,69,65,77,183
995,1,87,73,57,75,29,73,84,68,19,86,57,73,185
996,5,75,32,54,59,74,81,67,64,73,75,44,26,183
998,1,55,76,51,65,29,80,49,37,15,58,55,76,192
999,5,78,52,49,62,76,81,63,64,74,78,36,53,187
1002,2,93,64,67,77,24,58,82,77,19,93,72,69,175
1003,2,91,72,66,76,31,66,86,70,28,91,69,76,183
1004,4,84,65,68,75,72,77,68,53,73,86,68,62,186
1005,1,91,73,63,75,34,78,81,79,20,90,71,79,180
1006,5,81,47,66,66,76,77,73,72,78,82,59,36,178
1008,1,89,74,64,84,23,62,84,77,18,90,66,73,178
1009,1,83,74,61,75,26,80,72,70,19,86,61,70,182
1011,2,93,71,64,82,44,63,91,86,42,93,68,72,173
1015,5,76,32,47,60,76,79,65,58,76,79,34,22,185
1017,4,92,48,64,73,73,70,83,82,71,93,55,33,171
1018,2,88,68,70,79,50,70,91,83,45,88,71,71,171
1019,3,75,80,76,74,58,66,73,60,50,76,74,77,188
1020,4,84,50,61,69,74,72,73,70,72,86,46,38,178
1021,2,81,63,72,75,71,78,76,64,72,84,66,58,183
1022,4,87,63,67,77,68,79,75,81,66,87,64,56,173
1026,2,86,74,74,77,57,76,76,67,56,85,69,74,180
1027,5,75,51,66,70,76,73,72,59,74,74,62,46,182
1029,2,86,72,67,79,33,79,78,73,24,87,69,76,185
1030,4,89,53,63,76,69,67,85,77,68,91,60,50,177
1032,1,84,75,69,82,34,64,86,62,20,83,75,78,183
1033,1,90,73,66,79,31,65,86,76,22,90,68,76,180
1037,2,93,70,70,80,29,62,94,78,32,93,68,62,181
1039,1,87,75,61,75,22,67,80,70,15,85,65,79,187
1042,1,38,72,84,81,16,46,44,73,12,34,85,70,175
1043,1,84,73,57,76,24,67,88,78,19,85,60,79,178
1047,3,64,52,68,66,73,81,58,62,69,69,69,48,188
1048,2,83,69,70,79,20,61,92,84,16,80,73,67,171
1051,4,72,62,71,74,73,73,69,49,71,72,58,56,183
1052,4,89,51,67,74,70,80,91,79,63,92,58,45,176
1053,5,54,45,53,43,78,72,56,66,75,53,46,36,185
1054,3,73,69,73,73,73,81,71,74,73,74,74,65,182
1055,4,79,60,69,68,74,80,50,53,74,82,50,52,186
1058,5,77,55,61,68,76,77,60,68,74,78,63,50,190
1059,1,83,72,69,78,31,63,80,75,23,83,74,70,183
1060,3,69,57,66,73,74,76,75,78,66,65,63,49,175
1061,1,57,76,68,68,48,75,57,35,45,57,69,78,192
1062,5,53,62,66,57,78,78,32,33,78,52,57,52,192
1064,2,71,75,78,75,50,75,68,73,49,72,79,71,177
1066,4,83,39,68,74,74,78,76,64,69,83,56,28,182
1067,2,74,65,77,79,58,58,73,84,54,71,78,68,174
1071,2,77,71,70,81,29,54,85,82,24,76,77,67,173
1072,1,86,77,61,61,35,88,78,58,24,87,64,77,183
1073,2,66,69,78,73,63,74,67,63,61,66,82,66,185
1075,4,88,54,65,77,70,75,87,77,64,88,59,47,175
1078,4,92,54,63,71,70,60,85,85,64,92,54,52,173
1080,1,88,68,70,79,50,70,91,83,45,88,71,71,171
1099,2,74,65,77,79,58,58,73,84,54,71,78,68,174
1101,1,90,70,64,78,24,62,79,77,17,90,56,73,180
1102,4,84,70,70,77,71,73,77,74,73,83,71,69,179
1103,4,87,59,68,67,72,67,75,73,74,83,64,60,177
1104,2,78,68,70,82,42,64,90,75,34,78,65,66,177
1105,5,79,59,73,76,76,71,82,83,75,78,75,53,174
1106,3,51,48,59,62,74,89,53,41,67,52,62,33,189
1108,4,87,63,70,71,70,79,66,65,74,87,67,53,184
1110,4,87,67,71,76,69,74,84,80,70,86,62,54,174
1111,4,88,62,67,74,71,73,77,78,69,88,64,59,175
1112,5,47,52,53,56,75,85,55,50,76,53,49,56,189
1114,5,57,64,73,66,73,77,67,62,73,61,68,56,184
1117,4,88,54,66,72,70,73,78,82,73,88,60,44,175
1118,5,74,55,54,61,72,84,52,42,72,78,51,45,192
1119,4,82,66,70,78,69,70,85,86,70,81,69,68,171
1120,4,89,46,62,71,69,77,88,76,63,92,54,41,176
1121,4,86,58,69,73,70,70,77,76,72,86,59,54,178
1123,2,91,70,62,76,41,73,78,75,38,91,64,72,176
1124,5,66,49,64,55,76,76,48,46,76,67,51,25,189
1125,5,75,43,66,60,75,75,72,70,76,75,62,38,184
1126,3,82,67,71,77,72,74,88,82,68,78,70,60,173
1127,4,88,52,58,75,70,80,82,71,66,90,40,46,172
1128,2,91,70,66,76,23,65,88,70,16,92,65,72,177
1129,4,85,62,65,72,70,72,84,84,70,85,53,58,170
1132,2,92,71,66,77,37,78,79,54,25,95,72,67,188
1133,2,89,67,65,80,38,60,88,86,30,90,65,68,176
1135,4,80,47,58,63,75,85,52,55,77,84,56,31,183
1137,3,55,65,84,73,65,66,69,66,60,55,83,51,183
1138,2,93,70,63,77,28,65,83,80,15,93,54,75,175
1139,4,84,57,65,62,74,76,63,67,74,86,56,61,184
1148,4,74,38,61,66,76,76,64,82,74,73,64,27,177
1150,2,79,72,71,78,35,66,77,68,30,79,73,72,181
1151,3,68,62,73,77,68,77,74,77,65,68,75,52,185
1152,3,69,72,72,73,63,78,77,77,56,69,76,70,178
1155,1,87,74,66,80,25,55,80,72,18,83,70,78,179
1157,5,54,47,56,55,76,73,62,58,74,55,50,32,185
1159,3,77,55,72,77,65,69,87,95,62,75,76,52,167
1160,4,78,38,66,68,72,79,68,52,69,82,58,31,191
1162,5,44,31,58,46,78,67,48,68,80,52,52,25,183
1163,3,63,54,68,71,73,71,66,69,74,64,70,49,184
1166,5,62,36,60,65,74,74,48,49,69,65,52,30,185
1167,2,86,71,69,74,41,77,59,65,36,86,65,67,188
1168,4,62,51,70,65,75,68,55,33,72,66,63,45,189
1169,4,74,61,65,70,71,79,67,69,68,75,50,59,177
1170,1,82,73,62,79,27,57,76,75,29,83,57,77,175
1171,1,82,75,66,76,35,60,79,74,29,80,65,77,174
1174,5,71,33,52,54,75,71,51,54,76,72,32,23,186
1175,1,74,68,64,79,35,67,81,74,28,74,75,63,182
1176,1,76,75,66,70,28,83,74,63,17,78,62,72,187
1177,3,56,62,70,68,72,83,52,53,68,57,63,54,189
1178,1,75,75,58,70,30,68,75,81,19,70,65,79,173
1180,5,71,34,58,63,75,73,73,72,75,73,49,33,181
1182,2,85,72,72,70,37,67,76,66,36,86,72,69,178
1184,1,78,74,71,76,24,68,80,77,15,83,64,76,183
1187,1,84,76,54,72,25,61,85,81,12,83,34,79,177
1191,1,79,77,67,81,29,56,83,72,18,80,67,78,180
1192,2,93,70,63,77,28,65,83,80,15,93,54,75,175
1197,2,85,75,72,79,32,71,82,74,30,84,74,74,180
1199,2,86,71,69,74,41,77,59,65,36,86,65,67,188
1200,2,78,68,70,82,42,64,90,75,34,78,65,66,177
1206,3,82,67,71,77,72,74,88,82,68,78,70,60,173
1210,1,90,93,82,90,33,80,89,63,22,91,85,94,185
1211,2,89,90,86,95,26,61,90,95,13,87,90,95,170
1214,2,92,84,79,94,30,60,96,82,21,90,80,89,175
1215,1,81,88,75,86,38,82,78,80,25,83,78,91,185
1219,5,76,63,71,72,88,83,79,60,86,77,63,60,183
1220,1,79,87,70,83,25,74,75,69,12,80,70,91,184
1221,3,50,81,88,81,73,70,71,69,63,45,88,76,182
1226,5,74,46,56,60,90,85,59,64,92,78,50,33,187
1229,3,73,75,86,89,72,65,93,94,66,71,90,71,174
1230,2,86,84,80,89,40,78,90,87,30,84,83,85,169
1235,2,86,86,84,91,25,67,91,85,14,84,87,86,177
1236,5,65,58,76,73,90,77,64,58,85,66,80,55,191
1239,2,86,86,81,90,32,63,89,91,29,86,83,85,180
1240,1,65,88,81,82,32,82,81,41,15,67,83,87,195
1241,5,72,56,73,74,88,79,74,68,90,74,74,38,183
1243,2,71,74,87,86,24,58,83,70,22,68,92,74,180
1244,5,64,58,75,72,89,76,64,58,85,65,79,55,191
1246,5,75,50,72,68,88,84,58,53,88,78,76,34,192
1248,1,96,84,75,81,37,71,77,70,28,96,77,88,187
1250,1,86,85,78,87,30,68,90,80,23,86,76,88,174
1254,3,76,79,86,85,68,88,76,61,66,78,88,71,191
1256,2,75,80,89,85,47,63,78,82,38,74,91,77,182
1263,5,65,61,69,66,86,76,58,42,86,73,62,64,194
1267,3,74,80,84,84,68,70,76,66,60,75,86,78,183
1268,4,78,69,80,85,82,79,77,82,80,79,75,67,174
1269,1,77,83,72,80,42,81,81,59,24,78,77,83,184
1270,3,75,81,80,79,83,84,75,77,76,74,80,77,180
1272,3,74,79,84,84,68,88,76,61,66,76,86,71,191
1273,3,65,59,84,89,79,68,87,94,76,62,88,58,165
1274,3,81,66,75,80,81,84,83,90,75,80,76,65,168
1275,1,90,83,81,90,36,56,95,93,30,87,84,86,169
1278,4,93,70,77,83,82,74,91,87,82,93,69,74,170
1286,3,63,77,88,81,60,64,65,77,60,62,91,76,180
1288,5,71,49,60,68,88,77,61,57,89,74,58,43,186
1289,5,78,52,55,61,87,84,62,68,88,84,52,44,186
1290,1,90,82,79,89,36,55,94,92,30,87,82,85,169
1291,5,50,60,69,66,86,80,54,58,84,50,74,53,190
1293,1,75,83,65,76,40,88,58,52,28,75,74,88,186
1294,5,70,64,74,71,84,81,72,56,80,71,69,55,189
1295,5,66,58,72,66,87,80,60,50,89,69,67,45,187
1297,2,82,78,83,88,35,64,92,92,24,77,87,74,171
1300,4,86,65,77,81,81,84,79,79,78,88,70,55,181
1301,1,83,85,70,74,34,84,62,47,27,89,73,89,190
1302,4,86,73,81,80,82,74,79,77,81,86,78,63,180
1303,3,71,83,82,89,54,62,83,85,25,69,84,88,176
1304,2,76,85,85,83,40,68,82,75,25,75,86,82,180
1308,5,79,55,77,74,87,79,75,73,88,79,70,46,178
1309,3,74,70,87,86,71,70,79,79,65,74,89,61,180
1311,1,79,85,61,78,28,72,75,78,18,81,64,91,181
1312,4,81,62,78,78,83,80,74,60,86,84,70,59,182
1313,3,63,69,74,72,86,87,66,57,84,61,76,59,184
1317,5,63,54,65,65,84,83,60,42,84,64,59,45,193
1318,4,79,62,77,78,82,79,74,60,85,82,70,59,182
1320,3,78,67,77,76,82,84,76,79,83,78,75,65,175
1321,5,67,65,72,70,85,81,62,55,84,66,68,56,189
1322,3,78,72,83,84,76,74,81,79,72,78,84,61,180
1325,5,79,55,74,74,86,78,75,73,87,79,68,46,178
1326,3,71,74,83,87,64,71,83,81,57,70,87,72,180
1327,4,93,69,75,82,81,72,90,86,81,93,68,73,170
1328,5,56,32,44,55,86,84,34,55,85,58,23,27,190
1337,5,79,45,61,65,84,79,58,47,84,81,56,40,191
1338,2,88,79,78,87,29,63,91,71,19,89,74,79,180
1340,1,83,81,71,81,23,74,62,56,14,87,76,83,189
1342,5,63,58,61,58,85,82,71,64,82,64,46,54,183
1345,1,83,86,62,82,38,78,80,66,31,87,63,89,185
1348,1,70,83,64,76,46,79,53,57,46,70,73,85,182
1350,4,82,68,81,84,77,66,85,87,73,84,78,55,172
1351,5,63,58,52,62,84,78,62,51,84,63,56,56,193
1352,5,75,41,62,66,85,78,68,62,83,76,56,32,186
1353,1,69,84,68,79,36,74,85,75,16,66,68,87,177
1354,2,75,78,86,87,37,70,79,81,29,72,87,76,175
1355,5,74,42,54,65,85,82,59,51,86,76,47,45,190
1359,3,64,74,80,76,80,84,59,52,76,68,82,69,189
1361,1,64,83,70,74,32,72,57,36,11,61,70,87,193
1365,3,67,74,82,78,78,82,65,68,72,68,84,68,186
1367,5,67,57,63,63,83,79,66,69,82,69,55,58,184
1368,5,80,19,42,61,86,83,68,60,88,81,22,10,189
1369,3,70,75,86,81,63,75,77,78,63,69,89,71,178
1371,5,73,26,43,57,85,86,50,40,85,76,34,19,195
1373,1,78,83,61,76,26,70,74,76,17,80,64,89,181
1374,2,78,80,82,86,34,64,81,75,25,79,84,78,187
1375,4,82,45,73,79,82,78,82,79,85,86,57,41,173
1378,5,69,50,66,62,86,78,49,55,86,70,52,45,189
1381,5,78,42,59,66,84,84,63,63,82,80,54,33,187
1384,4,90,63,75,76,81,83,70,72,79,93,70,51,183
1386,1,77,82,80,86,47,79,82,81,30,77,84,84,181
1387,3,64,70,78,74,81,87,57,54,75,66,76,64,194
1388,2,93,74,76,86,46,64,92,93,48,92,77,76,170
1389,2,94,79,76,86,34,72,90,82,26,94,72,80,183
1393,2,85,78,82,87,62,71,85,84,63,84,84,79,170
1395,3,74,65,78,77,84,85,71,69,79,75,73,66,188
1396,5,76,38,69,70,85,76,66,68,86,77,51,33,183
1398,5,67,42,52,51,85,82,33,32,82,78,30,20,195
1399,5,69,71,65,63,85,76,50,36,80,70,60,58,198
1400,4,72,67,84,82,78,72,85,85,77,66,80,66,176
1401,2,82,83,76,85,30,65,89,77,20,79,70,86,176
1402,3,54,77,87,78,65,72,69,72,62,51,85,75,180
1403,1,66,86,76,85,35,66,77,69,23,66,84,88,182
1404,2,81,75,78,89,34,59,93,87,24,75,80,76,175
1407,2,85,78,82,87,62,71,85,84,63,84,84,79,170
1411,3,63,82,80,77,70,83,58,56,68,64,85,82,189
1415,2,81,79,81,86,24,64,92,77,15,78,80,75,175
1417,5,65,53,71,70,82,77,72,78,81,64,68,42,174
1420,4,82,58,75,77,80,77,75,62,83,87,72,54,180
1421,3,69,63,81,80,75,75,76,78,70,68,80,50,178
1422,5,68,65,69,68,86,80,64,72,88,69,63,64,181
1425,4,87,65,75,81,78,85,75,83,78,87,71,58,180
1426,4,79,68,76,74,81,80,66,66,79,84,72,65,184
1427,1,87,83,75,79,35,68,82,77,23,86,76,86,173
1428,1,65,85,75,84,35,65,77,69,23,65,83,87,182
1429,3,68,62,76,77,79,81,73,71,76,68,73,61,181
1432,2,69,70,85,84,62,67,84,86,57,67,85,65,174
1433,5,64,47,63,65,83,77,63,61,84,65,57,48,187
1434,3,73,75,80,84,65,74,83,76,60,72,83,79,172
1435,1,72,78,71,74,65,87,67,53,56,76,74,84,190
1439,5,76,39,62,68,85,75,64,61,86,79,59,28,186
1440,5,70,51,66,59,84,78,72,59,85,69,64,48,180
1441,3,57,67,73,71,80,88,43,31,75,61,77,64,190
1442,4,90,63,73,76,80,81,70,72,79,93,69,51,183
1443,1,60,83,57,64,43,83,38,35,29,64,68,87,196
1444,3,78,77,82,83,67,73,81,77,60,78,82,70,181
1445,2,70,68,76,86,34,49,92,88,30,65,82,76,175
1446,3,71,75,83,85,58,64,79,58,49,72,86,73,187
1447,3,64,70,76,72,80,87,56,53,75,66,75,64,194
1450,3,76,60,70,77,83,81,75,82,80,75,72,50,174
1451,5,67,46,68,67,84,78,58,49,83,73,72,36,195
1456,3,68,62,69,74,82,87,58,60,80,68,69,56,188
1458,5,73,60,67,70,83,85,57,51,83,76,59,52,193
1460,5,74,64,71,71,82,79,68,66,80,75,58,51,182
1462,5,71,38,68,70,84,76,66,68,85,72,51,33,183
1464,1,82,81,57,78,29,84,79,75,15,83,61,88,181
1466,3,74,65,76,76,83,83,71,69,79,75,72,66,188
1468,5,65,41,51,50,83,81,33,32,81,76,30,20,195
1469,3,73,70,80,83,70,71,81,70,67,75,82,66,179
1472,5,70,45,51,54,85,81,57,50,85,72,27,37,185
1473,3,73,71,77,89,62,70,90,90,55,66,81,74,172
1475,1,90,80,74,84,47,74,78,76,41,90,77,87,178
1480,2,91,81,71,86,41,75,86,82,35,90,71,83,181
1481,1,87,81,72,87,28,70,93,92,21,85,76,85,175
1482,2,91,74,77,87,63,68,92,83,61,92,73,67,179
1486,3,71,75,78,81,75,84,67,60,68,73,82,72,191
1487,1,81,84,72,80,26,77,70,50,16,83,72,86,189
1488,2,83,79,80,83,36,65,81,71,29,77,80,76,179
1489,1,92,79,66,82,28,66,80,77,17,92,57,86,180
1490,3,85,75,81,80,78,76,76,72,73,86,81,72,189
1495,3,80,76,83,86,53,68,89,84,29,76,89,79,170
1496,3,73,72,79,81,77,75,76,68,69,73,80,74,181
1497,3,76,77,75,80,78,77,72,66,77,76,76,74,180
1498,1,84,81,79,87,27,57,92,93,23,77,84,83,163
1499,3,79,78,82,83,63,70,87,84,64,76,87,77,177
1510,2,81,79,81,86,24,64,92,77,15,78,80,75,175
1516,4,77,59,73,76,80,77,77,79,78,78,62,45,182
1517,1,69,83,74,82,31,69,75,75,22,67,75,86,175
1518,3,73,73,76,77,77,78,77,79,72,73,75,69,179
1520,1,72,79,80,86,41,67,84,83,29,68,83,81,174
1521,1,72,82,62,73,28,78,63,53,20,75,62,84,189
1523,5,57,41,57,60,84,76,53,56,85,57,49,27,190
1525,3,76,72,76,85,74,84,82,74,68,77,77,66,185
1526,3,69,75,81,81,70,72,79,84,68,65,80,74,170
1528,4,70,71,80,79,80,71,74,84,81,68,76,63,170
1530,2,78,76,81,84,38,59,85,90,35,78,81,76,175
1531,3,71,72,83,81,72,68,83,83,72,69,83,69,172
1534,4,81,63,73,77,81,78,73,76,82,81,73,57,174
1539,3,68,64,73,73,82,79,65,63,76,69,76,59,185
1540,3,58,75,84,75,66,74,71,74,59,52,84,69,175
1541,1,79,80,66,78,31,59,81,83,22,75,72,87,175
1542,5,62,61,68,62,83,83,57,47,85,61,57,57,185
1543,1,53,81,70,74,38,83,59,52,26,55,75,83,192
1544,3,81,75,76,84,66,74,82,80,60,82,78,74,175
1545,5,58,51,67,67,82,82,57,46,83,65,60,47,192
1547,3,53,57,66,68,81,85,56,56,79,54,63,49,183
1549,1,71,84,82,83,39,69,75,76,32,69,84,86,180
1550,3,72,70,82,76,76,81,73,71,73,71,82,67,182
1553,1,81,81,78,87,27,57,92,93,23,75,83,83,163
1556,1,80,82,70,79,26,77,70,50,16,82,70,84,189
1560,3,64,66,70,74,82,91,71,66,79,68,67,63,184
1562,3,52,77,87,77,61,71,69,72,59,50,85,75,180
1563,3,50,73,73,69,83,83,54,36,85,51,74,72,195
1564,4,83,61,71,77,80,76,83,76,81,83,64,54,175
1569,5,58,42,64,61,83,81,56,58,83,61,56,37,184
1572,1,66,82,66,76,36,76,59,50,29,67,63,83,186
1574,3,80,75,81,86,52,68,89,84,29,76,87,78,170
1575,5,62,50,58,59,85,77,33,35,86,60,59,37,192
1576,2,86,82,75,83,25,66,79,77,17,86,78,83,183
1577,2,93,74,75,86,45,62,94,87,39,92,73,72,172
1578,5,71,59,69,68,80,83,72,64,79,71,57,50,187
1580,2,93,70,75,87,26,61,93,79,20,93,74,70,173
1583,3,73,80,74,75,67,79,67,64,59,73,78,82,179
1584,4,85,79,78,82,76,76,87,84,73,84,75,76,173
1586,5,74,40,64,64,82,79,63,50,82,75,57,27,190
1587,3,81,69,82,84,61,69,77,70,52,77,88,62,178
1589,5,68,41,59,62,82,81,63,57,82,70,50,39,185
1591,2,89,81,76,82,29,67,87,78,25,91,81,82,174
1592,3,84,73,79,80,77,76,76,72,73,85,79,71,189
1593,2,91,79,70,85,41,74,85,82,35,90,70,81,181
1594,1,91,79,65,80,28,65,79,76,17,91,57,86,180
1596,5,72,27,58,58,82,78,48,39,82,78,61,19,192
1599,2,78,79,77,86,31,72,84,91,24,79,78,78,173
1601,3,74,76,78,78,76,83,77,73,72,69,79,75,181
1602,3,73,49,70,74,81,83,66,62,80,72,75,39,185
1613,4,77,72,78,78,78,80,69,59,77,79,66,66,188
1616,3,66,62,69,70,82,81,65,62,75,66,69,48,187
1618,2,84,78,79,85,26,64,96,87,20,80,82,78,171
1621,4,79,65,81,77,79,73,70,75,80,80,81,65,178
1623,4,85,65,79,80,77,76,80,71,77,86,68,53,181
1642,1,76,78,71,78,25,69,74,54,17,77,76,77,186
1643,4,74,51,71,76,82,73,78,87,80,70,62,33,174
1644,2,68,81,80,76,52,81,71,77,48,68,80,80,176
1648,4,73,75,85,76,78,74,71,65,78,76,86,69,178
1649,5,68,47,61,66,83,76,64,60,82,70,64,44,182
1650,1,72,83,72,73,39,82,66,59,22,71,72,86,187
1652,5,61,38,51,53,82,81,52,52,80,67,28,35,191
1653,2,57,76,82,77,66,76,65,63,54,60,82,73,184
1654,2,83,77,77,83,46,65,82,73,40,84,67,77,182
1655,5,68,36,52,61,84,77,57,48,85,69,46,25,188
1658,4,73,66,72,78,80,77,76,74,82,72,70,62,177
1659,1,77,81,75,84,34,66,80,69,26,78,78,80,183
1660,5,53,54,48,59,81,82,57,50,80,57,22,45,190
1661,5,61,33,62,57,80,85,61,53,78,67,49,23,187
1663,3,71,76,76,76,77,81,67,71,71,74,78,70,184
1664,1,73,79,65,74,33,80,69,48,25,76,73,79,190
1665,2,81,76,77,82,45,73,85,85,47,79,81,76,172
1666,3,76,74,74,77,77,76,70,64,77,76,75,72,180
1667,3,61,60,71,70,80,81,71,63,75,59,79,58,183
1668,2,76,78,82,81,32,62,79,75,27,76,84,78,177
1671,5,72,46,56,60,81,83,60,48,80,75,49,50,194
1672,4,86,62,73,78,74,79,77,74,66,89,66,59,180
1674,3,68,72,81,88,38,62,86,85,16,66,82,74,176
1675,4,77,69,76,76,77,80,68,58,77,79,65,64,188
1676,4,81,70,70,73,80,81,69,60,83,83,57,68,182
1678,4,74,67,80,77,77,72,73,72,76,74,74,59,180
1679,4,84,65,73,76,80,77,79,55,82,88,69,65,187
1680,2,75,77,79,84,56,70,87,77,49,73,79,75,177
1683,3,65,58,72,67,79,86,59,52,75,68,71,42,186
1684,5,58,40,53,60,80,86,33,31,76,64,50,32,196
1685,4,84,66,73,77,78,84,76,78,77,84,71,65,176
1687,2,90,71,71,86,33,72,89,79,36,90,74,74,180
1690,1,81,82,76,80,31,71,74,75,24,81,76,83,180
1691,1,83,79,75,85,34,63,91,86,28,83,76,84,170
1692,4,77,64,80,75,79,72,69,74,80,78,80,64,178
1694,5,76,37,65,64,81,78,60,68,81,80,53,32,179
1697,4,76,74,75,77,78,84,63,49,80,80,71,72,190
1699,4,95,51,69,78,75,70,84,77,75,94,63,52,178
1700,3,75,64,80,80,70,68,82,73,63,75,83,57,180
1703,3,76,74,86,78,52,64,77,60,44,77,88,70,180
1704,1,91,79,63,77,51,78,78,77,48,91,72,83,178
1705,2,77,75,81,83,74,63,88,86,74,72,79,72,170
1706,3,76,75,80,80,76,77,83,69,73,75,80,75,180
1709,4,70,67,82,80,77,72,83,83,77,65,79,66,176
1712,5,71,47,50,60,81,83,62,55,81,76,44,40,187
1715,4,92,57,68,80,76,71,88,83,76,92,62,50,177
1716,1,87,79,71,87,26,67,93,92,20,85,75,83,175
1722,4,79,54,64,67,79,90,54,57,79,83,58,42,183
1723,2,92,78,74,82,39,74,91,78,25,92,75,81,185
1724,2,87,76,71,85,31,59,86,82,25,87,74,76,178
1725,3,78,66,75,80,80,81,81,84,76,76,79,63,175
1726,4,70,70,80,76,80,81,63,58,75,71,77,55,187
1728,2,83,79,74,80,40,76,81,85,28,79,76,77,177
1729,2,93,75,74,83,23,62,90,80,12,91,71,67,180
1730,3,77,75,81,79,68,73,78,59,60,78,81,70,181
1731,2,79,77,79,84,66,73,84,77,62,76,79,71,176
1732,2,76,82,80,77,59,71,73,60,50,77,76,79,191
1736,2,74,76,79,84,62,64,80,81,47,74,80,74,174
1742,1,68,81,80,76,52,81,71,77,48,68,80,80,176
1749,2,83,77,77,83,46,65,82,73,40,84,67,77,182
1752,1,74,85,61,79,25,65,83,88,24,72,67,87,171
1754,5,72,62,67,61,80,83,55,39,79,76,42,51,189
1755,3,68,66,67,74,82,80,66,62,78,68,58,58,187
1757,4,67,74,82,77,76,78,72,73,76,66,77,66,175
1758,2,62,76,79,78,30,58,68,64,14,61,84,74,186
1761,2,79,76,79,82,66,71,82,76,62,76,79,71,176
1763,1,53,80,68,73,31,76,65,59,20,53,73,85,188
1765,2,91,75,72,80,38,66,83,79,33,91,72,77,176
1766,4,76,67,71,76,80,76,70,68,78,76,56,58,183
1767,4,83,51,67,71,79,79,69,70,76,80,63,40,178
1769,3,66,68,82,80,59,67,74,81,52,65,83,62,172
1770,3,76,64,80,82,67,68,82,88,60,76,81,58,169
1771,3,75,73,80,79,66,71,78,59,59,76,80,69,181
1775,2,75,72,80,82,49,72,68,68,44,78,82,62,184
1778,5,70,51,61,61,82,80,63,61,80,72,65,39,185
1779,4,73,53,72,75,80,72,73,74,80,72,66,39,179
1783,1,81,71,78,85,32,59,80,79,24,78,84,66,179
1784,2,88,72,77,84,39,56,94,93,32,85,76,66,171
1785,4,77,58,68,76,80,73,80,78,81,77,63,55,182
1786,3,64,59,68,70,80,80,65,62,74,64,68,46,187
1787,1,84,74,71,78,37,78,82,63,28,84,72,75,185
1788,4,87,61,75,73,76,74,80,76,79,90,75,61,178
1790,4,80,51,69,67,79,79,66,63,79,84,52,37,181
1791,1,75,76,56,74,31,80,69,48,25,76,53,77,186
